
      	X(nS)     	Ch1(mV)      
 615  	36.0117   	-138.159424 
 616  	36.0704   	-139.093811 
 617  	36.1290   	-138.806335 
 618  	36.1877   	-138.375061 
 619  	36.2463   	-138.662537 
 620  	36.3050   	-138.087585 
 621  	36.3636   	-138.590637 
 622  	36.4223   	-137.871887 
 623  	36.4809   	-137.728210 
 624  	36.5396   	-137.081299 
 625  	36.5982   	-137.225037 
 626  	36.6569   	-136.865662 
 627  	36.7155   	-136.937561 
 628  	36.7742   	-136.721924 
 629  	36.8328   	-136.937561 
 630  	36.8915   	-136.721924 
 631  	36.9501   	-135.715637 
 632  	37.0088   	-134.062561 
 633  	37.0674   	-133.775085 
 634  	37.1261   	-132.984436 
 635  	37.1848   	-132.481262 
 636  	37.2434   	-131.834412 
 637  	37.3021   	-131.618835 
 638  	37.3607   	-129.821960 
 639  	37.4194   	-127.593811 
 640  	37.4780   	-126.875061 
 641  	37.5367   	-125.437561 
 642  	37.5953   	-125.509460 
 643  	37.6540   	-125.006287 
 644  	37.7126   	-124.646912 
 645  	37.7713   	-123.353210 
 646  	37.8299   	-122.275085 
 647  	37.8886   	-121.556335 
 648  	37.9472   	-120.621895 
 649  	38.0059   	-120.334412 
 650  	38.0645   	-119.112549 
 651  	38.1232   	-117.818779 
 652  	38.1818   	-116.740662 
 653  	38.2405   	-115.806343 
 654  	38.2991   	-114.512505 
 655  	38.3578   	-113.075073 
 656  	38.4164   	-111.853210 
 657  	38.4751   	-110.559448 
 658  	38.5337   	-108.762566 
 659  	38.5924   	-107.900085 
 660  	38.6510   	-105.240669 
 661  	38.7097   	-104.881287 
 662  	38.7683   	-102.653191 
 663  	38.8270   	-101.790718 
 664  	38.8856   	-99.706299  
 665  	38.9443   	-97.693787  
 666  	39.0029   	-95.825073  
 667  	39.0616   	-94.746941  
 668  	39.1202   	-94.315674  
 669  	39.1789   	-93.165710  
 670  	39.2375   	-91.225044  
 671  	39.2962   	-90.146912  
 672  	39.3548   	-88.062561  
 673  	39.4135   	-87.631287  
 674  	39.4721   	-85.546936  
 675  	39.5308   	-84.468811  
 676  	39.5894   	-82.600037  
 677  	39.6481   	-80.443787  
 678  	39.7067   	-78.503174  
 679  	39.7654   	-76.921936  
 680  	39.8240   	-75.843811  
 681  	39.8827   	-72.537537  
 682  	39.9413   	-70.237549  
 683  	40.0000   	-67.578186  
 684  	40.0587   	-66.931335  
 685  	40.1173   	-64.271912  
 686  	40.1760   	-63.337585  
 687  	40.2346   	-60.534424  
 688  	40.2933   	-57.803162  
 689  	40.3519   	-56.940678  
 690  	40.4106   	-55.071960  
 691  	40.4692   	-54.281311  
 692  	40.5279   	-50.975040  
 693  	40.5865   	-49.106323  
 694  	40.6452   	-47.740662  
 695  	40.7038   	-46.806332  
 696  	40.7625   	-44.721924  
 697  	40.8211   	-44.146912  
 698  	40.8798   	-42.637573  
 699  	40.9384   	-42.421936  
 700  	40.9971   	-41.056335  
 701  	41.0557   	-39.546936  
 702  	41.1144   	-39.546936  
 703  	41.1730   	-38.900085  
 704  	41.2317   	-37.103210  
 705  	41.2903   	-36.168823  
 706  	41.3490   	-34.803162  
 707  	41.4076   	-34.156311  
 708  	41.4663   	-31.568787  
 709  	41.5249   	-30.131287  
 710  	41.5836   	-29.196960  
 711  	41.6422   	-28.046936  
 712  	41.7009   	-27.112549  
 713  	41.7595   	-25.675049  
 714  	41.8182   	-25.675049  
 715  	41.8768   	-23.878174  
 716  	41.9355   	-23.375061  
 717  	41.9941   	-21.362549  
 718  	42.0528   	-20.212585  
 719  	42.1114   	-17.768799  
 720  	42.1701   	-16.043823  
 721  	42.2287   	-15.540710  
 722  	42.2874   	-14.965699  
 723  	42.3460   	-15.540710  
 724  	42.4047   	-14.318787  
 725  	42.4633   	-14.175050  
 726  	42.5220   	-13.384460  
 727  	42.5806   	-13.456299  
 728  	42.6393   	-12.018799  
 729  	42.6979   	-12.162537  
 730  	42.7566   	-11.587584  
 731  	42.8152   	-11.875061  
 732  	42.8739   	-11.659423  
 733  	42.9326   	-10.868835  
 734  	42.9912   	-9.359436   
 735  	43.0499   	-8.856323   
 736  	43.1085   	-8.137573   
 737  	43.1672   	-7.993836   
 738  	43.2258   	-7.275085   
 739  	43.2845   	-6.843811   
 740  	43.3431   	-7.346923   
 741  	43.4018   	-6.843811   
 742  	43.4604   	-6.125062   
 743  	43.5191   	-5.550049   
 744  	43.5777   	-4.112549   
 745  	43.6364   	-4.759460   
 746  	43.6950   	-3.968811   
 747  	43.7537   	-3.609436   
 748  	43.8123   	-4.328186   
 749  	43.8710   	-4.831299   
 750  	43.9296   	-4.256287   
 751  	43.9883   	-4.831299   
 752  	44.0469   	-4.400085   
 753  	44.1056   	-3.825073   
 754  	44.1642   	-4.184448   
 755  	44.2229   	-3.681335   
 756  	44.2815   	-4.615662   
 757  	44.3402   	-3.753174   
 758  	44.3988   	-4.471924   
 759  	44.4575   	-4.687561   
 760  	44.5161   	-4.040710   
 761  	44.5748   	-3.321960   
 762  	44.6334   	-3.753174   
 763  	44.6921   	-3.393799   
 764  	44.7507   	-3.896912   
