
      	X(nS)     	Ch1(mV)      
 527  	30.8504   	4.484314    
 528  	30.9091   	4.565186    
 529  	30.9677   	4.551697    
 530  	31.0264   	4.560730    
 531  	31.0850   	4.638184    
 532  	31.1437   	4.495544    
 533  	31.2023   	4.421997    
 534  	31.2610   	4.277160    
 535  	31.3196   	4.322632    
 536  	31.3783   	4.226013    
 537  	31.4370   	4.256347    
 538  	31.4956   	4.273193    
 539  	31.5543   	4.213135    
 540  	31.6129   	4.112061    
 541  	31.6716   	4.030640    
 542  	31.7302   	4.044677    
 543  	31.7889   	3.990784    
 544  	31.8475   	3.957641    
 545  	31.9062   	3.976745    
 546  	31.9648   	3.932922    
 547  	32.0235   	3.925049    
 548  	32.0821   	3.861633    
 549  	32.1408   	3.807129    
 550  	32.1994   	3.757751    
 551  	32.2581   	3.781860    
 552  	32.3167   	3.737488    
 553  	32.3754   	3.737488    
 554  	32.4340   	3.757751    
 555  	32.4927   	3.822326    
 556  	32.5513   	3.795898    
 557  	32.6100   	3.857116    
 558  	32.6686   	3.837463    
 559  	32.7273   	3.755493    
 560  	32.7859   	3.775696    
 561  	32.8446   	3.726257    
 562  	32.9032   	3.711670    
 563  	32.9619   	3.740906    
 564  	33.0205   	3.688660    
 565  	33.0792   	3.597107    
 566  	33.1378   	3.554443    
 567  	33.1965   	3.554443    
 568  	33.2551   	3.640930    
 569  	33.3138   	3.613403    
 570  	33.3724   	3.553344    
 571  	33.4311   	3.390503    
 572  	33.4897   	3.201843    
 573  	33.5484   	3.152405    
 574  	33.6070   	3.123230    
 575  	33.6657   	3.118164    
 576  	33.7243   	3.444397    
 577  	33.7830   	3.749328    
 578  	33.8416   	2.869934    
 579  	33.9003   	0.838928    
 580  	33.9589   	-1.614929   
 581  	34.0176   	-4.033386   
 582  	34.0762   	-5.414185   
 583  	34.1349   	-4.176575   
 584  	34.1935   	-1.117981   
 585  	34.2522   	-0.676086   
 586  	34.3109   	2.333679    
 587  	34.3695   	6.754028    
 588  	34.4282   	10.196716   
 589  	34.4868   	11.183899   
 590  	34.5455   	9.594177    
 591  	34.6041   	6.193054    
 592  	34.6628   	3.923401    
 593  	34.7214   	3.056396    
 594  	34.7801   	4.116516    
 595  	34.8387   	4.675842    
 596  	34.8974   	4.654480    
 597  	34.9560   	3.821716    
 598  	35.0147   	2.479126    
 599  	35.0733   	1.506042    
 600  	35.1320   	0.721008    
