
      	X(nS)     	Ch1(mV)      
 410  	23.9883   	-19.884644  
 411  	24.0469   	-19.709473  
 412  	24.1056   	-19.744812  
 413  	24.1642   	-19.895325  
 414  	24.2229   	-20.026731  
 415  	24.2815   	-20.140686  
 416  	24.3402   	-20.310850  
 417  	24.3988   	-20.452942  
 418  	24.4575   	-20.534363  
 419  	24.5161   	-20.677551  
 420  	24.5748   	-20.752745  
 421  	24.6334   	-20.847107  
 422  	24.6921   	-20.860596  
 423  	24.7507   	-21.000977  
 424  	24.8094   	-21.105408  
 425  	24.8680   	-21.182922  
 426  	24.9267   	-21.229490  
 427  	24.9853   	-21.241272  
 428  	25.0440   	-21.360901  
 429  	25.1026   	-21.401304  
 430  	25.1613   	-21.400757  
 431  	25.2199   	-21.376648  
 432  	25.2786   	-21.442869  
 433  	25.3372   	-21.473755  
 434  	25.3959   	-21.534424  
 435  	25.4545   	-21.506348  
 436  	25.5132   	-21.588316  
 437  	25.5718   	-21.564756  
 438  	25.6305   	-21.498474  
 439  	25.6891   	-21.596739  
 440  	25.7478   	-21.552366  
 441  	25.8065   	-21.538330  
 442  	25.8651   	-21.585510  
 443  	25.9238   	-21.659056  
 444  	25.9824   	-21.663574  
 445  	26.0411   	-21.534973  
 446  	26.0997   	-21.563047  
 447  	26.1584   	-21.404112  
 448  	26.2170   	-21.412537  
 449  	26.2757   	-21.292969  
 450  	26.3343   	-21.155394  
 451  	26.3930   	-20.945923  
 452  	26.4516   	-20.682005  
 453  	26.5103   	-20.213684  
 454  	26.5689   	-19.466856  
 455  	26.6276   	-18.800354  
 456  	26.6862   	-18.003538  
 457  	26.7449   	-17.049498  
 458  	26.8035   	-16.138733  
 459  	26.8622   	-12.528686  
 460  	26.9208   	0.154419    
 461  	26.9795   	7.178528    
 462  	27.0381   	10.171997   
 463  	27.0968   	9.725036    
 464  	27.1554   	8.153870    
 465  	27.2141   	5.881958    
 466  	27.2727   	3.377014    
 467  	27.3314   	0.840637    
 468  	27.3900   	-1.716003   
 469  	27.4487   	-3.904236   
 470  	27.5073   	-5.928527   
 471  	27.5660   	-7.722045   
 472  	27.6246   	-9.318480   
 473  	27.6833   	-10.724548  
 474  	27.7419   	-12.036804  
 475  	27.8006   	-13.203673  
 476  	27.8592   	-14.137450  
 477  	27.9179   	-14.867431  
 478  	27.9765   	-15.519958  
 479  	28.0352   	-16.046082  
 480  	28.0938   	-16.522276  
 481  	28.1525   	-16.902405  
 482  	28.2111   	-17.278624  
 483  	28.2698   	-17.617798  
 484  	28.3284   	-17.861511  
 485  	28.3871   	-17.966492  
 486  	28.4457   	-18.134399  
 487  	28.5044   	-18.328674  
 488  	28.5630   	-18.428040  
 489  	28.6217   	-18.530272  
 490  	28.6804   	-18.720032  
 491  	28.7390   	-18.921080  
 492  	28.7977   	-19.083923  
 493  	28.8563   	-19.292234  
 494  	28.9150   	-19.428162  
 495  	28.9736   	-19.629700  
 496  	29.0323   	-19.755493  
 497  	29.0909   	-19.856018  
 498  	29.1496   	-19.849302  
 499  	29.2082   	-20.010986  
 500  	29.2669   	-20.080627  
 501  	29.3255   	-20.242371  
 502  	29.3842   	-20.273254  
 503  	29.4428   	-20.414734  
 504  	29.5015   	-20.477051  
 505  	29.5601   	-20.561277  
 506  	29.6188   	-20.537718  
 507  	29.6774   	-20.628662  
 508  	29.7361   	-20.694395  
 509  	29.7947   	-20.758362  
 510  	29.8534   	-20.879700  
 511  	29.9120   	-20.897642  
 512  	29.9707   	-20.910582  
 513  	30.0293   	-21.061584  
 514  	30.0880   	-21.034119  
 515  	30.1466   	-21.081848  
 516  	30.2053   	-21.032959  
 517  	30.2639   	-21.011656  
 518  	30.3226   	-20.941465  
 519  	30.3812   	-20.959412  
 520  	30.4399   	-21.036926  
 521  	30.4985   	-21.103149  
 522  	30.5572   	-21.154846  
 523  	30.6158   	-21.262632  
 524  	30.6745   	-21.216614  
 525  	30.7331   	-21.295776  
 526  	30.7918   	-21.220520  
 527  	30.8504   	-21.273865  
 528  	30.9091   	-21.372129  
 529  	30.9677   	-21.369871  
 530  	31.0264   	-21.410887  
 531  	31.0850   	-21.346312  
 532  	31.1437   	-21.354736  
 533  	31.2023   	-21.423218  
 534  	31.2610   	-21.356384  
 535  	31.3196   	-21.390684  
 536  	31.3783   	-21.392334  
 537  	31.4370   	-21.397949  
 538  	31.4956   	-21.352478  
 539  	31.5543   	-21.337341  
 540  	31.6129   	-21.396301  
 541  	31.6716   	-21.432800  
 542  	31.7302   	-21.356995  
 543  	31.7889   	-21.407532  
 544  	31.8475   	-21.401917  
 545  	31.9062   	-21.482725  
 546  	31.9648   	-21.469849  
 547  	32.0235   	-21.510801  
 548  	32.0821   	-21.477110  
 549  	32.1408   	-21.480530  
 550  	32.1994   	-21.459717  
 551  	32.2581   	-21.478271  
 552  	32.3167   	-21.505188  
 553  	32.3754   	-21.487791  
 554  	32.4340   	-21.631529  
 555  	32.4927   	-21.620298  
 556  	32.5513   	-21.687683  
 557  	32.6100   	-21.814636  
 558  	32.6686   	-21.760681  
 559  	32.7273   	-21.820799  
 560  	32.7859   	-21.794373  
 561  	32.8446   	-21.750608  
 562  	32.9032   	-21.737669  
 563  	32.9619   	-21.834839  
 564  	33.0205   	-21.783142  
 565  	33.0792   	-21.748901  
 566  	33.1378   	-21.734861  
 567  	33.1965   	-21.750059  
 568  	33.2551   	-21.744993  
 569  	33.3138   	-21.764099  
 570  	33.3724   	-21.815733  
 571  	33.4311   	-21.830322  
 572  	33.4897   	-21.875244  
 573  	33.5484   	-21.897156  
 574  	33.6070   	-21.839293  
 575  	33.6657   	-21.840454  
 576  	33.7243   	-21.839905  
 577  	33.7830   	-21.838196  
 578  	33.8416   	-21.834839  
 579  	33.9003   	-21.838196  
 580  	33.9589   	-21.896605  
 581  	34.0176   	-21.875792  
 582  	34.0762   	-21.952209  
 583  	34.1349   	-21.963438  
 584  	34.1935   	-22.090881  
 585  	34.2522   	-22.041443  
 586  	34.3109   	-21.979675  
 587  	34.3695   	-21.999329  
 588  	34.4282   	-21.986450  
 589  	34.4868   	-21.960632  
 590  	34.5455   	-21.888731  
 591  	34.6041   	-21.890989  
 592  	34.6628   	-21.905579  
 593  	34.7214   	-22.020142  
 594  	34.7801   	-22.043701  
 595  	34.8387   	-21.974669  
 596  	34.8974   	-21.962278  
 597  	34.9560   	-21.922422  
 598  	35.0147   	-21.865171  
 599  	35.0733   	-21.880310  
 600  	35.1320   	-21.914549  
 601  	35.1906   	-21.875244  
 602  	35.2493   	-21.960020  
 603  	35.3079   	-21.996519  
 604  	35.3666   	-22.002745  
 605  	35.4252   	-21.993711  
 606  	35.4839   	-21.997131  
 607  	35.5425   	-22.039244  
 608  	35.6012   	-22.066160  
 609  	35.6598   	-22.043152  
 610  	35.7185   	-22.045959  
 611  	35.7771   	-22.059448  
 612  	35.8358   	-22.098755  
 613  	35.8944   	-22.111082  
 614  	35.9531   	-22.018982  
 615  	36.0117   	-21.868530  
 616  	36.0704   	-21.798340  
 617  	36.1290   	-21.791565  
 618  	36.1877   	-21.788208  
 619  	36.2463   	-21.795532  
 620  	36.3050   	-21.782042  
 621  	36.3636   	-21.799986  
 622  	36.4223   	-21.775330  
 623  	36.4809   	-21.822449  
 624  	36.5396   	-21.848875  
